Security Name,Cusip,Ticker,Bet Size Ind,Active Bet In/Out Indicator,Total Relative Contribution - Actual,Actual Relative Average Weight,MSCI/S&P Sector
ALTIOSTAR NETWORK SER A1 PC PP,BDA663000,ALT+A1PP,OVWT0.0TO0.5,OUTBM,-0.00107386,0.00902356,TELECOMMUNICATION SERVICES
GET HEAL INC SER B PC P/P,BAD028000,HEA+BPP,OVWT0.0TO0.5,OUTBM,-0.00120268,0.010106,HEALTH CARE
WEWORK COS INC SER F PC PP,ABJ155000,WEWC+FPP,OVWT0.0TO0.5,OUTBM,-0.00148648,0.01249076,REAL ESTATE
DUNKIN BRANDS GROUP INC,265504100,DNKN,OVWT0.0TO0.5,OUTBM,-0.00137906,0.00984639,CONSUMER DISCRETIONARY
RESMED INC,761152107,RMD,OVWT0.0TO0.5,OUTBM,-0.00212136,0.01019056,HEALTH CARE
NANTHEALTH INC,AFH076000,NH,OVWT0.0TO0.5,OUTBM,-0.002213,0.00004402,HEALTH CARE
SPACE EXPLORATION TECH CORP,73Z99E225,SPET+PP,OVWT0.0TO0.5,OUTBM,-0.00231147,0.01942306,INDUSTRIALS
MULBERRY HEALTH SER A8 PC PP,ABB079000,MUL+A8PP,OVWT0.0TO0.5,OUTBM,-0.00280809,0.04722434,HEALTH CARE
WEWORK COS INC CL A,75X99A220,WEWC.TMP,OVWT0.0TO0.5,OUTBM,-0.00355705,0.02988954,REAL ESTATE
MARSH & MCLENNAN COS INC,571748102,MMC,UNWT-0.5TO0.0,INBM-,-0.00337133,-0.00960997,FINANCIALS
AIRBNB INC SER E PC PP,67F99Q248,AIRB+EPP,OVWT0.0TO0.5,OUTBM,-0.00448709,0.03770456,CONSUMER DISCRETIONARY
EXPEDITORS INTL OF WASH INC,302130109,EXPD,UNWT-0.5TO0.0,INBM-,-0.00460948,-0.02180305,INDUSTRIALS
ULTA BEAUTY INC,BDI378000,ULTA,OVWT0.0TO0.5,INBM+,-0.00650525,0.00299002,CONSUMER DISCRETIONARY
SAAB AB CL B,78499N228,*SAAB,OVWT0.0TO0.5,OUTBM,-0.00587565,0.00061382,INDUSTRIALS
SPACE EXPL TECH SER G PC PP,73Z99E233,SPET+GPP,OVWT0.0TO0.5,OUTBM,-0.00644141,0.0541265,INDUSTRIALS
AIRBNB PC D PP,67F99Q230,AIRBNB+D,OVWT0.0TO0.5,OUTBM,-0.00667914,0.05612414,CONSUMER DISCRETIONARY
NEWCREST MINING LTD,651191926,*NCM,OVWT0.0TO0.5,OUTBM,-0.00526291,0.13266603,MATERIALS
GROWMAX RESOURCES CORP 144A,03063Q928,BOEA.CV,OVWT0.0TO0.5,OUTBM,-0.00759883,0.00031621,ENERGY
BOOKER GROUP PLC,07L99C222,*BLTH,OVWT0.0TO0.5,OUTBM,-0.00783731,0.00754448,ONSUMER STAPLES
PG&E CORP,69331C108,PCG,UNWT-0.5TO0.0,NEGBET,-0.00894881,-0.16527687,UTILITIES
EVERSOURCE ENERGY,30040W108,ES,UNWT-0.5TO0.0,NEGBET,-0.0093359,-0.09150696,UTILITIES
ALLIANT ENERGY CORPORATION,018802108,LNT,UNWT-0.5TO0.0,NEGBET,-0.01019173,-0.04401787,UTILITIES
TEGNA INC,87901J105,TGNA,UNWT-0.5TO0.0,NEGBET,-0.01038032,-0.02727278,CONSUMER DISCRETIONARY
CANADIAN PAC RAILWAY LTD,13645T100,CP.TO,OVWT0.0TO0.5,OUTBM,-0.01104728,0.06031694,INDUSTRIALS
SUBARU CORP,359556107,*FHI,OVWT0.0TO0.5,OUTBM,-0.01121174,0.01869417,CONSUMER DISCRETIONARY
NEKTAR THERAPEUTICS,640268108,NKTR,OVWT0.0TO0.5,OUTBM,-0.01173556,0.00081255,HEALTH CARE
ZPG PLC,68J99Q226,*ZOOPL,OVWT0.0TO0.5,OUTBM,-0.0120116,0.00841588,INFORMATION TECHNOLOGY
DOVER CORP,260003108,DOV,UNWT-0.5TO0.0,NEGBET,-0.01280014,-0.06031126,INDUSTRIALS
COOPER COMPANIES INC,216648402,COO,UNWT-0.5TO0.0,NEGBET,-0.0137647,-0.04722643,HEALTH CARE
INTARCIA THERAP INC PC(P/P),45820N920,ITCA.PP,OVWT0.0TO0.5,OUTBM,-0.01385009,0.11638096,HEALTH CARE
MICROSOFT CORP,594918104,MSFT,UNWT-0.5TO0.0,INBM-,-0.06022439,-0.03887256,INFORMATION TECHNOLOGY
AMETEK INC NEW,031100100,AME,UNWT-0.5TO0.0,NEGBET,-0.0153009,-0.06128361,INDUSTRIALS
LINEAR TECHNOLOGY CORP,535678106,LLTC,UNWT-0.5TO0.0,NEGBET,-0.01546485,-0.02663343,INFORMATION TECHNOLOGY
UNILEVER NV CVA (BEARER),904784105,*UNIL,OVWT0.0TO0.5,OUTBM,-0.01932933,0.01938082,ONSUMER STAPLES
WESTROCK CO,96145D105,WRK,OVWT0.0TO0.5,INBM+,-0.01930668,0.00517777,MATERIALS
BANK OF NEW YORK MELLON CORP,064058100,BK,UNWT-0.5TO0.0,NEGBET,-0.02012542,-0.24488043,FINANCIALS
MERCADOLIBRE INC,58733R102,MELI,OVWT0.0TO0.5,OUTBM,-0.02056959,0.02119489,INFORMATION TECHNOLOGY
AIR LEASE CORP,00912X,ALLLZ,OVWT0.0TO0.5,OUTBM,-0.02072615,0.05227488,INDUSTRIALS
MURPHY OIL CORP,626717102,MUR,UNWT-0.5TO0.0,NEGBET,-0.02213905,-0.02163257,ENERGY
ICON PLC,60H991220,ICLR,OVWT0.0TO0.5,OUTBM,-0.02222364,0.00475149,HEALTH CARE
AMERICAN ELECTRIC POWER CO INC,025537101,AEP,UNWT-0.5TO0.0,NEGBET,-0.022801,-0.16087783,UTILITIES
CMS ENERGY CORP,125896100,CMS,UNWT-0.5TO0.0,NEGBET,-0.0243388,-0.06121613,UTILITIES
BARD C R INC,067383109,BCR,UNWT-0.5TO0.0,INBM-,-0.02536292,-0.02094074,HEALTH CARE
UBER TECH INC 8% PC D PERP PP,68J99D233,UTC+D.PP,OVWT0.0TO0.5,OUTBM,-0.02609726,0.21929263,INFORMATION TECHNOLOGY
DROPBOX INC PC PERP C PP,45K99R253,DRP+C.PP,OVWT0.0TO0.5,OUTBM,-0.02636502,0.00841789,INFORMATION TECHNOLOGY
ALIMENTATION COUCH CL B SUBVTG,01626P403,ATDB.TO,OVWT0.0TO0.5,OUTBM,-0.02981688,0.04783057,ONSUMER STAPLES
STATE STREET CORP,857477103,STT,UNWT-0.5TO0.0,NEGBET,-0.03067008,-0.140483,FINANCIALS
TESCO PLC,881575104,*TESC,OVWT0.0TO0.5,OUTBM,-0.03101802,0.047098,ONSUMER STAPLES
WEWORK COS INC SER E PC PP,75X99A238,WEWC+EPP,OVWT0.0TO0.5,OUTBM,-0.03201346,0.26900586,REAL ESTATE
TECHNIPFMC PLC,BDC306000,FTI,UNWT-0.5TO0.0,NEGBET,-0.03255798,-0.07364452,ENERGY
AMEREN CORP,023608102,AEE,UNWT-0.5TO0.0,NEGBET,-0.03352944,-0.0655187,UTILITIES
TEXTRON INC,883203101,TXT,UNWT-0.5TO0.0,NEGBET,-0.03390587,-0.0631003,INDUSTRIALS
ROBERT HALF INTERNATIONAL INC.,770323103,RHI,UNWT-0.5TO0.0,NEGBET,-0.03425133,-0.03044148,INDUSTRIALS
BECTON DICKINSON & CO,075887109,BDX,UNWT-0.5TO0.0,INBM-,-0.03638237,-0.05521359,HEALTH CARE
LEIDOS HOLDINGS INC,525327102,LDOS,OVWT0.0TO0.5,OUTBM,-0.03885566,0.01075305,INFORMATION TECHNOLOGY
DUN & BRADSTREET CORP DEL NEW,26483E100,DNB,UNWT-0.5TO0.0,NEGBET,-0.04146765,-0.01926083,INDUSTRIALS
NEWFIELD EXPLORATION CO,651290108,NFX,UNWT-0.5TO0.0,NEGBET,-0.04334974,-0.0341343,ENERGY
DISCOVERY COMMUNICATIONS INC N,25470F,DISCA,UNWT-0.5TO0.0,NEGBET,-0.04386837,-0.05018,CONSUMER DISCRETIONARY
QUEST DIAGNOSTICS INC,74834L100,DGX,UNWT-0.5TO0.0,NEGBET,-0.04391768,-0.06690943,HEALTH CARE
SYSCO CORP,871829107,SYY,OVWT0.0TO0.5,INBM+,-0.04282694,0.01817491,ONSUMER STAPLES
MOODYS CORP,615369105,MCO,UNWT-0.5TO0.0,NEGBET,-0.04447531,-0.09160309,FINANCIALS
E TRADE FINANCIAL CORP,269246401,ETFC,UNWT-0.5TO0.0,NEGBET,-0.04509604,-0.04690635,FINANCIALS
FISERV INC,337738108,FISV,OVWT0.0TO0.5,INBM+,-0.0435283,0.23594805,INFORMATION TECHNOLOGY
CENTERPOINT ENERGY INC,15189T107,CNP,UNWT-0.5TO0.0,NEGBET,-0.04692758,-0.05862757,UTILITIES
WEC ENERGY GROUP INC,92939U106,WEC,UNWT-0.5TO0.0,NEGBET,-0.0470049,-0.09297535,UTILITIES
AUTOMATIC DATA PROCESSING INC,053015103,ADP,UNWT-0.5TO0.0,NEGBET,-0.04958605,-0.22976822,INFORMATION TECHNOLOGY
LABORATORY CORP OF AMER HLDGS,50540R409,LH,UNWT-0.5TO0.0,NEGBET,-0.05318923,-0.07214396,HEALTH CARE
EDISON INTL,281020107,EIX,UNWT-0.5TO0.0,NEGBET,-0.05356736,-0.12729622,UTILITIES
HARRIS CORP,413875105,HRS,UNWT-0.5TO0.0,INBM-,-0.05353262,-0.02137135,INFORMATION TECHNOLOGY
HERSHEY CO (THE),427866108,HSY,UNWT-0.5TO0.0,NEGBET,-0.0538063,-0.07459774,ONSUMER STAPLES
TEVA PHARMACEUTICAL IND ADR,881624209,TEVA,OVWT0.0TO0.5,OUTBM,-0.05443896,0.00470883,HEALTH CARE
BYD COMPANY LTD H,10999V228,*BYDC,OVWT0.0TO0.5,OUTBM,-0.05501666,0.00917723,CONSUMER DISCRETIONARY
BALL CORP,058498106,BLL,UNWT-0.5TO0.0,NEGBET,-0.05543177,-0.06356052,MATERIALS
PIONEER NATURAL RESOURCES CO,723787107,PXD,OVWT0.0TO0.5,INBM+,-0.06087052,0.10956565,ENERGY
COGNIZANT TECH SOLUTIONS CL A,192446102,CTSH,UNWT-0.5TO0.0,INBM-,-0.05767735,-0.14605099,INFORMATION TECHNOLOGY
GW PHARMACEUTICALS PLC ADR,36197T103,GWPH,OVWT0.0TO0.5,OUTBM,-0.05781603,0.00843311,HEALTH CARE
CENTENE CORP,15135B101,CNC,UNWT-0.5TO0.0,NEGBET,-0.05951802,-0.05855065,HEALTH CARE
PINNACLE WEST CAPITAL CORP,723484101,PNW,UNWT-0.5TO0.0,NEGBET,-0.06104701,-0.04533943,UTILITIES
DROPBOX PRP PREF A-1 P/P,45K99R238,DRP.PP+A,OVWT0.0TO0.5,OUTBM,-0.06356562,0.01287663,INFORMATION TECHNOLOGY
SUNCOR ENERGY INC,867224107,SU.TO,OVWT0.0TO0.5,OUTBM,-0.06509551,0.05344179,ENERGY
ITAU UNIBANCO HLDG SA SPON ADR,465562106,ITUB,OVWT0.0TO0.5,OUTBM,-0.06541256,0.00863665,FINANCIALS
WELLTOWER INC,95040Q104,HCN,UNWT-0.5TO0.0,NEGBET,-0.06847836,-0.12206557,REAL ESTATE
EASTMAN CHEMICAL CO,277432100,EMN,UNWT-0.5TO0.0,NEGBET,-0.07044589,-0.05684926,MATERIALS
AVALONBAY COMMUNITIES INC REIT,053484101,AVB,UNWT-0.5TO0.0,NEGBET,-0.0713193,-0.12364965,REAL ESTATE
ULTRAGENYX PHARMA INC,90400D108,RARE,OVWT0.0TO0.5,OUTBM,-0.07093476,0.00327118,HEALTH CARE
AIA GROUP LTD,38V99T229,*AIAHK,OVWT0.0TO0.5,OUTBM,-0.07190165,0.1034609,FINANCIALS
HASBRO INC,418056107,HAS,UNWT-0.5TO0.0,INBM-,-0.07320509,-0.02735954,CONSUMER DISCRETIONARY
NEWS CORP NEW,65249B,NWSA,UNWT-0.5TO0.0,NEGBET,-0.07342145,-0.03146339,CONSUMER DISCRETIONARY
RALPH LAUREN CORP,751212101,RL,UNWT-0.5TO0.0,NEGBET,-0.07542517,-0.02219804,CONSUMER DISCRETIONARY
PRAXAIR INC,74005P104,PX,UNWT-0.5TO0.0,NEGBET,-0.07603133,-0.16532952,MATERIALS
ALEXANDRIA REAL ES EQ INC REIT,015271109,ARE,UNWT-0.5TO0.0,NEGBET,-0.07777327,-0.02114809,REAL ESTATE
WYNDHAM WORLDWIDE CORP,98310W108,WYN,UNWT-0.5TO0.0,NEGBET,-0.08084014,-0.04367657,CONSUMER DISCRETIONARY
CONSOLIDATED EDISON INC,209115104,ED,UNWT-0.5TO0.0,NEGBET,-0.08249547,-0.11541665,UTILITIES
HONEYWELL INTL INC,438516106,HON,UNWT-0.5TO0.0,NEGBET,-0.08301909,-0.47175665,INDUSTRIALS
PDC ENERGY INC,69327R101,PDCE,OVWT0.0TO0.5,OUTBM,-0.0830584,0.00514667,ENERGY
EDWARDS LIFESCIENCES CORP,28176E108,EW,UNWT-0.5TO0.0,INBM-,-0.0854528,-0.04392182,HEALTH CARE
CARDINAL HEALTH INC,14149Y108,CAH,UNWT-0.5TO0.0,NEGBET,-0.08558008,-0.1282683,HEALTH CARE
LOCKHEED MARTIN CORP,539830109,LMT,UNWT-0.5TO0.0,NEGBET,-0.09079394,-0.33150435,INDUSTRIALS
TRIPADVISOR INC,896945201,TRIP,UNWT-0.5TO0.0,NEGBET,-0.09252273,-0.02377352,CONSUMER DISCRETIONARY
ROCKWELL COLLINS INC,774341101,COL,UNWT-0.5TO0.0,NEGBET,-0.09318384,-0.06269304,INDUSTRIALS
CONTINENTAL RES OKLA,212015101,CLR,OVWT0.0TO0.5,OUTBM,-0.09713176,0.1871417,ENERGY
LEGGETT & PLATT INC,524660107,LEG,UNWT-0.5TO0.0,NEGBET,-0.09421172,-0.03263861,CONSUMER DISCRETIONARY
EQT CORPORATION,26884L109,EQT,UNWT-0.5TO0.0,NEGBET,-0.09993749,-0.04985274,ENERGY
RED HAT INC,756577102,RHT,UNWT-0.5TO0.0,INBM-,-0.10264818,-0.02157287,INFORMATION TECHNOLOGY
BLACKROCK INC,09247X101,BLK,OVWT0.0TO0.5,INBM+,-0.10155136,0.01833561,FINANCIALS
TOTO LTD,891515108,*TOTO,OVWT0.0TO0.5,OUTBM,-0.10067457,0.07866655,INDUSTRIALS
LYONDELLBASELL INDS CLASS A,19R991225,LYB,UNWT-0.5TO0.0,NEGBET,-0.11151984,-0.147441,MATERIALS
CITIGROUP INC,172967424,C,OVWT0.5TO1.0,INBM+,-0.11511245,0.78061955,FINANCIALS
OMNICOM GROUP INC,681919106,OMC,UNWT-0.5TO0.0,INBM-,-0.11301922,-0.03601524,CONSUMER DISCRETIONARY
SEMPRA ENERGY,816851109,SRE,UNWT-0.5TO0.0,NEGBET,-0.11516981,-0.13583126,UTILITIES
NANTKWEST INC,63016Q102,NK,OVWT0.0TO0.5,OUTBM,-0.11603651,0.00374472,HEALTH CARE
LA JOLLA PHARMACEUTICAL CO,503459604,LJPC,OVWT0.0TO0.5,OUTBM,-0.11633507,0.00216319,HEALTH CARE
GOODYEAR TIRE & RUBBER CO,382550101,GT,UNWT-0.5TO0.0,NEGBET,-0.1193865,-0.04539039,CONSUMER DISCRETIONARY
MARKETAXESS HLDGS INC,57060D108,MKTX,OVWT0.0TO0.5,OUTBM,-0.12110825,0.0308458,FINANCIALS
PRAIRIESKY ROYALTY LTD,739721108,PSK.TO,OVWT0.0TO0.5,OUTBM,-0.12399385,0.00491971,ENERGY
PRINCIPAL FINL GROUP INC,74251V102,PFG,UNWT-0.5TO0.0,NEGBET,-0.1246662,-0.08278617,FINANCIALS
MICROCHIP TECHNOLOGY,595017104,MCHP,UNWT-0.5TO0.0,NEGBET,-0.12531011,-0.07820848,INFORMATION TECHNOLOGY
VENTAS INC REIT,92276F100,VTR,UNWT-0.5TO0.0,NEGBET,-0.12568014,-0.10859409,REAL ESTATE
SCHWAB CHARLES CORP,808513105,SCHW,UNWT-0.5TO0.0,INBM-,-0.12551985,-0.12790775,FINANCIALS
REPUBLIC SERVICES INC,760759100,RSG,UNWT-0.5TO0.0,NEGBET,-0.12706254,-0.07101709,INDUSTRIALS
INCYTE CORP,45337C102,INCY,UNWT-0.5TO0.0,INBM-,-0.12479009,-0.10028574,HEALTH CARE
MICHAEL KORS HOLDINGS LTD,42P991229,KORS,UNWT-0.5TO0.0,NEGBET,-0.12725747,-0.0298503,CONSUMER DISCRETIONARY
VANTIV INC,92210H105,VNTV,OVWT0.0TO0.5,OUTBM,-0.12725753,0.03689055,INFORMATION TECHNOLOGY
DTE ENERGY CO,233331107,DTE,UNWT-0.5TO0.0,NEGBET,-0.12875174,-0.08924448,UTILITIES
FORTESCUE METALS GROUP LTD,02J993226,*FMGL,OVWT0.0TO0.5,OUTBM,-0.13003556,0.03498846,MATERIALS
ANTHEM INC,036752103,ANTM,UNWT-0.5TO0.0,NEGBET,-0.13199782,-0.21541783,HEALTH CARE
CSRA INC,12650T104,CSRA,OVWT0.0TO0.5,INBM+,-0.13452255,0.06776478,INFORMATION TECHNOLOGY
DIRECT LINE INSURANCE GRP PLC,45H997228,*DLIG,OVWT0.0TO0.5,OUTBM,-0.135411,0.01047443,FINANCIALS
FLOWSERVE CORP,34354P105,FLS,UNWT-0.5TO0.0,NEGBET,-0.13661438,-0.02984043,INDUSTRIALS
HANESBRANDS INC,410345102,HBI,UNWT-0.5TO0.0,NEGBET,-0.13667176,-0.03779709,CONSUMER DISCRETIONARY
STRYKER CORP,863667101,SYK,UNWT-0.5TO0.0,INBM-,-0.13800322,-0.05260406,HEALTH CARE
RANGE RESOURCES CORP,75281A109,RRC,UNWT-0.5TO0.0,NEGBET,-0.13738201,-0.0256473,ENERGY
BAXTER INTL INC,071813109,BAX,UNWT-0.5TO0.0,INBM-,-0.13823738,-0.05727081,HEALTH CARE
HEALTHEQUITY INC,42226A107,HQY,OVWT0.0TO0.5,OUTBM,-0.13697879,0.04464493,HEALTH CARE
DISH NETWORK CORP A,25470M109,DISH,UNWT-0.5TO0.0,INBM-,-0.13912433,-0.01289558,CONSUMER DISCRETIONARY
ONEOK INC,682680103,OKE,UNWT-0.5TO0.0,NEGBET,-0.13972448,-0.05595717,ENERGY
MEAD JOHNSON NUTRITION CO,582839106,MJN,UNWT-0.5TO0.0,NEGBET,-0.14601389,-0.07973226,ONSUMER STAPLES
LIBERTY GLOBAL PLC,61R998,LBTYA,OVWT0.0TO0.5,OUTBM,-0.14471404,0.05568407,CONSUMER DISCRETIONARY
QORVO INC,74736K101,QRVO,UNWT-0.5TO0.0,NEGBET,-0.14986809,-0.04206087,INFORMATION TECHNOLOGY
PFIZER INC,717081103,PFE,UNWT-1.5TO-1.0,NEGBET,-0.15024595,-1.0135594,HEALTH CARE
ALLEGION PLC,62X996227,ALLE,UNWT-0.5TO0.0,NEGBET,-0.15120234,-0.03500761,INDUSTRIALS
XYLEM INC,98419M100,XYL,UNWT-0.5TO0.0,INBM-,-0.15207202,-0.02795878,INDUSTRIALS
ACUITY BRANDS INC,00508Y102,AYI,OVWT0.0TO0.5,INBM+,-0.15184686,0.01767662,INDUSTRIALS
FIVE PRIME THERAPEUTICS INC,33830X104,FPRX,OVWT0.0TO0.5,OUTBM,-0.15544536,0.00623509,HEALTH CARE
ALLIANCE DATA SYSTEMS CORP,018581108,ADS,UNWT-0.5TO0.0,NEGBET,-0.15928704,-0.06859561,INFORMATION TECHNOLOGY
FASTENAL CO,311900104,FAST,UNWT-0.5TO0.0,INBM-,-0.16029555,-0.04573202,INDUSTRIALS
FEDEX CORP,31428X106,FDX,OVWT0.0TO0.5,INBM+,-0.16326693,0.0795448,INDUSTRIALS
SOUTHWESTERN ENERGY CO,845467109,SWN,UNWT-0.5TO0.0,NEGBET,-0.16095654,-0.01858074,ENERGY
METLIFE INC,59156R108,MET,UNWT-0.5TO0.0,NEGBET,-0.17194344,-0.28590587,FINANCIALS
JOHNSON CONTROLS INTERNATL PLC,902124940,JCI,UNWT-0.5TO0.0,NEGBET,-0.17835385,-0.1921373,INDUSTRIALS
WILLIS TOWERS WATSON PLC,36C993221,WLTW,UNWT-0.5TO0.0,NEGBET,-0.1801329,-0.08142626,FINANCIALS
AMOREPACIFIC GROUP INC,69599J225,*PCC,OVWT0.0TO0.5,OUTBM,-0.18036389,0.00221336,ONSUMER STAPLES
CDK GLOBAL INC,12508E101,CDK,OVWT0.0TO0.5,OUTBM,-0.18190245,0.07953343,INFORMATION TECHNOLOGY
CHESAPEAKE ENERGY CORP,165167107,CHK,UNWT-0.5TO0.0,NEGBET,-0.1851543,-0.01963026,ENERGY
DOMINION RESOURCES INC VA,25746U109,D,UNWT-0.5TO0.0,NEGBET,-0.18672339,-0.23750248,UTILITIES
SYNOPSYS INC,871607107,SNPS,UNWT-0.5TO0.0,NEGBET,-0.18809213,-0.02764687,INFORMATION TECHNOLOGY
CUMMINS INC,231021106,CMI,UNWT-0.5TO0.0,NEGBET,-0.1921105,-0.11522178,INDUSTRIALS
SIGNET JEWELERS LTD (US),20E99Y241,SIG,UNWT-0.5TO0.0,NEGBET,-0.19331735,-0.02311348,CONSUMER DISCRETIONARY
WEYERHAEUSER CO,962166104,WY,UNWT-0.5TO0.0,NEGBET,-0.19729703,-0.12343752,REAL ESTATE
DOLLAR TREE INC,256746108,DLTR,UNWT-0.5TO0.0,NEGBET,-0.19913529,-0.08788726,CONSUMER DISCRETIONARY
TIFFANY & CO,886547108,TIF,UNWT-0.5TO0.0,NEGBET,-0.20081166,-0.04841465,CONSUMER DISCRETIONARY
PERKINELMER INC,714046109,PKI,UNWT-0.5TO0.0,NEGBET,-0.20317906,-0.03029609,HEALTH CARE
VERISIGN INC,92343E102,VRSN,UNWT-0.5TO0.0,NEGBET,-0.20351458,-0.03800496,INFORMATION TECHNOLOGY
PHILLIPS 66,718546104,PSX,UNWT-0.5TO0.0,NEGBET,-0.20648737,-0.1705563,ENERGY
WESTERN UNION CO,959802109,WU,UNWT-0.5TO0.0,NEGBET,-0.20682608,-0.04757909,INFORMATION TECHNOLOGY
ECOLAB INC,278865100,ECL,UNWT-0.5TO0.0,NEGBET,-0.20760343,-0.1608523,MATERIALS
DR HORTON INC,23331A109,DHI,UNWT-0.5TO0.0,NEGBET,-0.21359812,-0.05522778,CONSUMER DISCRETIONARY
DUPONT (EI) DE NEMOURS & CO,263534109,DD,UNWT-0.5TO0.0,INBM-,-0.21588397,-0.06756134,MATERIALS
DELPHIX CORP SER D PC PP,70H997234,DPLX+DPP,OVWT0.0TO0.5,OUTBM,-0.21619893,0.01783568,INFORMATION TECHNOLOGY
ILLUMINA INC,452327109,ILMN,UNWT-0.5TO0.0,NEGBET,-0.22113686,-0.12036361,HEALTH CARE
LENNAR CORP CL A,526057104,LEN,UNWT-0.5TO0.0,NEGBET,-0.22264647,-0.05026335,CONSUMER DISCRETIONARY
O'REILLY AUTOMOTIVE INC,67103H107,ORLY,OVWT0.0TO0.5,INBM+,-0.22669745,0.20390312,CONSUMER DISCRETIONARY
AIR PRODUCTS & CHEMICALS INC,009158106,APD,OVWT0.0TO0.5,INBM+,-0.22660639,0.05090935,MATERIALS
MARATHON PETROLEUM CORP,56585A102,MPC,UNWT-0.5TO0.0,NEGBET,-0.23018081,-0.13018322,ENERGY
PULTEGROUP INC,745867101,PHM,UNWT-0.5TO0.0,NEGBET,-0.23052836,-0.0334007,CONSUMER DISCRETIONARY
ALBEMARLE CORP,012653101,ALB,UNWT-0.5TO0.0,NEGBET,-0.24121302,-0.05759365,MATERIALS
NEUROCRINE BIOSCIENCES INC,64125C109,NBIX,OVWT0.0TO0.5,OUTBM,-0.24280063,0.11614334,HEALTH CARE
NEVRO CORPORATION,64157F103,NVRO,OVWT0.0TO0.5,OUTBM,-0.25560057,0.07859214,HEALTH CARE
HOLOGIC INC,436440101,HOLX,UNWT-0.5TO0.0,NEGBET,-0.26488978,-0.05758165,HEALTH CARE
XCEL ENERGY INC,98389B100,XEL,UNWT-0.5TO0.0,NEGBET,-0.26544985,-0.10959752,UTILITIES
CONSTELLATION BRANDS INC CL A,21036P108,STZ,UNWT-0.5TO0.0,NEGBET,-0.26869747,-0.138569,ONSUMER STAPLES
AGILENT TECHNOLOGIES INC,00846U101,A,UNWT-0.5TO0.0,INBM-,-0.27026545,-0.06422637,HEALTH CARE
MORGAN STANLEY,617446448,MS,OVWT0.0TO0.5,INBM+,-0.259286,0.0329138,FINANCIALS
DROPBOX INC CL B P/P,45K99R220,DROP.PP,OVWT0.0TO0.5,OUTBM,-0.27545792,0.05580011,INFORMATION TECHNOLOGY
CONCHO RESOURCES INC,20605P101,CXO,OVWT0.0TO0.5,INBM+,-0.27597938,0.02163555,ENERGY
HCA HLDGS INC,40412C101,HCA,UNWT-0.5TO0.0,INBM-,-0.27971116,-0.11928049,HEALTH CARE
SKYWORKS SOLUTIONS INC,83088M102,SWKS,UNWT-0.5TO0.0,NEGBET,-0.28069827,-0.0884327,INFORMATION TECHNOLOGY
ROCKWELL AUTOMATION INC,773903109,ROK,UNWT-0.5TO0.0,NEGBET,-0.28191253,-0.09724496,INDUSTRIALS
INTERNATIONAL FLAVORS & FRAGRA,459506101,IFF,UNWT-0.5TO0.0,NEGBET,-0.28837344,-0.05034196,MATERIALS
PPL CORPORATION,69351T106,PPL,UNWT-0.5TO0.0,NEGBET,-0.29236592,-0.12343987,UTILITIES
BLOCK H & R INC,093671105,HRB,UNWT-0.5TO0.0,NEGBET,-0.29510879,-0.02320704,CONSUMER DISCRETIONARY
CELGENE CORP,151020104,CELG,UNWT-0.5TO0.0,NEGBET,-0.29611945,-0.47413939,HEALTH CARE
COMCAST CORP CL A,20030N101,CMCSA,UNWT-1.0TO-0.5,NEGBET,-0.2990001,-0.87247413,CONSUMER DISCRETIONARY
YAHOO INC,984332106,YHOO,UNWT-0.5TO0.0,NEGBET,-0.30192513,-0.19951113,INFORMATION TECHNOLOGY
HARLEY-DAVIDSON INC,412822108,HOG,UNWT-0.5TO0.0,INBM-,-0.30200291,-0.04015359,CONSUMER DISCRETIONARY
NOVAGOLD RESOURCES INC,66987E206,NG.TO,OVWT0.0TO0.5,OUTBM,-0.30247968,0.03513201,MATERIALS
CLOUDERA INC PC PERP F P/P,66N99S239,CLD+F.PP,OVWT0.0TO0.5,OUTBM,-0.30734849,0.03668417,INFORMATION TECHNOLOGY
HOST HOTELS & RESORTS INC,44107P104,HST,UNWT-0.5TO0.0,NEGBET,-0.31208537,-0.06608017,REAL ESTATE
STEEL DYNAMICS INC,858119100,STLD,OVWT0.0TO0.5,OUTBM,-0.31557955,0.05897898,MATERIALS
CROWN CASTLE INTL CORP,22822V101,CCI,UNWT-0.5TO0.0,NEGBET,-0.31736347,-0.16285765,REAL ESTATE
PROLOGIS INC REIT,74340W103,PLD,UNWT-0.5TO0.0,NEGBET,-0.31933381,-0.13126491,REAL ESTATE
VARIAN MEDICAL SYSTEMS INC,92220P105,VAR,UNWT-0.5TO0.0,NEGBET,-0.3304938,-0.04086252,HEALTH CARE
NRG ENERGY INC,629377508,NRG,UNWT-0.5TO0.0,NEGBET,-0.33198744,-0.02747157,UTILITIES
CENOVUS ENERGY INC,15135U109,CVE.TO,,,-0.33419594,,ENERGY
HOME DEPOT INC,437076102,HD,UNWT-0.5TO0.0,INBM-,-0.33888907,-0.20127247,CONSUMER DISCRETIONARY
XPO LOGISTICS INC,983793100,XPO,OVWT0.0TO0.5,OUTBM,-0.35372137,0.05459644,INDUSTRIALS
CDW CORPORATION,12514G108,CDW,OVWT0.0TO0.5,OUTBM,-0.36832179,0.17124712,INFORMATION TECHNOLOGY
