Security Name,Cusip,Ticker,Bet Size Ind,Active Bet In/Out Indicator,Total Relative Contribution - Actual,Actual Relative Average Weight,MSCI/S&P Sector
ARTHUR J GALLAGHAR AND CO,363576109,AJG,UNWT-0.5TO0.0,NEGBET,0.00328039954184501,-0.00423903533476609,FINANCIALS
INPHI CORP,45772F107,IPHI,OVWT0.0TO0.5,OUTBM,0.00384643437629666,0.000140686518535445,INFORMATION TECHNOLOGY
RINGCENTRAL INC CL A,76680R206,RNG,OVWT0.0TO0.5,OUTBM,0.00153991335141332,6.42930368409568e-05,INFORMATION TECHNOLOGY
GLOBAL PAYMENTS INC,37940X102,GPN,OVWT0.0TO0.5,INBM+,0.0014131287515941,0.00435495190848306,INFORMATION TECHNOLOGY
INTERPUBLIC GROUP OF COS INC,460690100,IPG,OVWT0.0TO0.5,INBM+,0.00188831836136523,0.00470215316461183,CONSUMER DISCRETIONARY
ASSOCIATED BRITISH FOODS PLC,045519105,*ABF,OVWT0.0TO0.5,OUTBM,0.00156041724990539,0.0114256481670465,ONSUMER STAPLES
NETAPP INC,64110D104,NTAP,UNWT-0.5TO0.0,NEGBET,0.00124591435831575,-0.0110785224012702,INFORMATION TECHNOLOGY
MEGACABLE HLDGS (CPO),17E997238,*MEGACPO,OVWT0.0TO0.5,OUTBM,0.00307301290785736,0.000222189137159313,CONSUMER DISCRETIONARY
ANALOG DEVICES INC,032654105,ADI,UNWT-0.5TO0.0,INBM-,0.000832814209069008,-0.0458302169465217,INFORMATION TECHNOLOGY
STERICYCLE INC,858912108,SRCL,UNWT-0.5TO0.0,NEGBET,5.99739216756643e-05,-0.0170996968011124,INDUSTRIALS
HANDY TECHNOLOGIES SER C PC PP,78C99N237,HND+CPP,OVWT0.0TO0.5,OUTBM,0.00172404533943836,0.00101181450107649,CONSUMER DISCRETIONARY
AFLAC INC,001055102,AFL,UNWT-0.5TO0.0,NEGBET,0.000249745279577728,-0.141847395061712,FINANCIALS
CHURCH & DWIGHT CO INC,171340102,CHD,UNWT-0.5TO0.0,NEGBET,0.000461537996388675,-0.0450710517008792,ONSUMER STAPLES
GARMIN LTD,37199T224,GRMN,UNWT-0.5TO0.0,NEGBET,0.00222644195504188,-0.00339911338023027,CONSUMER DISCRETIONARY
TE CONNECTIVITY LTD,15D99X228,TEL,UNWT-0.5TO0.0,NEGBET,0.00154611283121476,-0.021625541158936,INFORMATION TECHNOLOGY
TRION WORLD NET CPIK 15% 10/19,20B99NAA5,%TRION15,OVWT0.0TO0.5,OUTBM,0.0013822336389462,0.000212872056389202,INFORMATION TECHNOLOGY
CLOUDFLARE INC PC SER D PP,71P99K234,CLD+D.PP,OVWT0.0TO0.5,OUTBM,0.000170491046636648,0.00476789777504249,INFORMATION TECHNOLOGY
TERADATA CORP,88076W103,TDC,UNWT-0.5TO0.0,NEGBET,0.000494085052181539,-0.0167629932592947,INFORMATION TECHNOLOGY
ZOETIS INC CL A,98978V103,ZTS,UNWT-0.5TO0.0,NEGBET,0.000191798371644514,-0.0824897861849691,HEALTH CARE
CONT LP HOLDINGS LLC,37Y99B227,CONTLP,,,0,0,CONSUMER DISCRETIONARY
TRION WORLD NETWORK INC,20B99N,TRION.PP,OVWT0.0TO0.5,OUTBM,-7.41244517814376e-09,3.46246374331368e-08,INFORMATION TECHNOLOGY
AQUA BOUNTY TECHNOLOGIES INC,05Y999237,AQB,OVWT0.0TO0.5,OUTBM,-6.27866075162209e-06,4.91140760080653e-07,HEALTH CARE
KAR AUCTION SERVICES INC,48238T109,KAR,,,-1.52822533876433e-06,0,INDUSTRIALS
PARK HOTELS & RESORTS INC,BCE349000,PK,OVWT0.0TO0.5,OUTBM,-4.40907261493822e-05,9.72219340566181e-05,REAL ESTATE
WCH HOLDCO INC P/P,03W99K221,WCH.PP,OVWT0.0TO0.5,OUTBM,-0.000202268611424612,0.00126636999870074,CONSUMER DISCRETIONARY
KRAFT HEINZ CO,500754106,KHC,UNWT-0.5TO0.0,INBM-,0.00122183145014979,-0.000750018597159463,ONSUMER STAPLES
SODASTREAM INTERNATIONAL LTD,39D99K226,SODA,OVWT0.0TO0.5,OUTBM,-0.000371128244234086,0.000509254943035294,CONSUMER DISCRETIONARY
AUTODESK INC,052769106,ADSK,OVWT0.0TO0.5,INBM+,-1.26926389544429e-05,0.00464759800517943,INFORMATION TECHNOLOGY
ASAC II LP UNIT PP,62D99B228,ASAC.PP,OVWT0.0TO0.5,OUTBM,-0.000297871594312933,0.00449947348726405,INFORMATION TECHNOLOGY
PEYTO EXPL & DEV CORP NEW,717046106,PEY.TO,OVWT0.0TO0.5,OUTBM,-0.000697897747266668,0.000492420385164237,ENERGY
ALTIOSTAR NETWORK SER A1 PC PP,BDA663000,ALT+A1PP,OVWT0.0TO0.5,OUTBM,-0.00100886051651047,0.00670095887224864,TELECOMMUNICATION SERVICES
GET HEAL INC SER B PC P/P,BAD028000,HEA+BPP,OVWT0.0TO0.5,OUTBM,-0.000627025835702629,0.00410620551728277,HEALTH CARE
WEWORK COS INC SER F PC PP,ABJ155000,WEWC+FPP,OVWT0.0TO0.5,OUTBM,-1.59340814820056e-05,0.00707474016049858,REAL ESTATE
DUNKIN BRANDS GROUP INC,265504100,DNKN,OVWT0.0TO0.5,OUTBM,-0.000162091948584617,0.00454177027504308,CONSUMER DISCRETIONARY
RESMED INC,761152107,RMD,OVWT0.0TO0.5,OUTBM,-0.00103178915644851,0.00268405400537968,HEALTH CARE
NANTHEALTH INC,AFH076000,NH,OVWT0.0TO0.5,OUTBM,-0.00178814985012216,3.755758298684e-05,HEALTH CARE
SPACE EXPLORATION TECH CORP,73Z99E225,SPET+PP,OVWT0.0TO0.5,OUTBM,-0.000147280294978602,0.0147635185154199,INDUSTRIALS
MULBERRY HEALTH SER A8 PC PP,ABB079000,MUL+A8PP,OVWT0.0TO0.5,OUTBM,-0.000469921798560109,0.0379109519829846,HEALTH CARE
WEWORK COS INC CL A,75X99A220,WEWC.TMP,OVWT0.0TO0.5,OUTBM,-0.000558345090249241,0.00760643996361248,REAL ESTATE
MARSH & MCLENNAN COS INC,571748102,MMC,UNWT-0.5TO0.0,INBM-,-0.000382657213288204,-0.00715196992231115,FINANCIALS
AIRBNB INC SER E PC PP,67F99Q248,AIRB+EPP,OVWT0.0TO0.5,OUTBM,-0.00399602901546377,0.00380078440436821,CONSUMER DISCRETIONARY
EXPEDITORS INTL OF WASH INC,302130109,EXPD,UNWT-0.5TO0.0,INBM-,-0.00260388763699239,-0.0194008757269982,INDUSTRIALS
ULTA BEAUTY INC,BDI378000,ULTA,OVWT0.0TO0.5,INBM+,-0.000615208206305999,0.0021392108775869,CONSUMER DISCRETIONARY
SAAB AB CL B,78499N228,*SAAB,OVWT0.0TO0.5,OUTBM,-0.00490215209505849,0.000450745705656622,INDUSTRIALS
SPACE EXPL TECH SER G PC PP,73Z99E233,SPET+GPP,OVWT0.0TO0.5,OUTBM,-0.00567139342303714,0.0481066538495088,INDUSTRIALS
AIRBNB PC D PP,67F99Q230,AIRBNB+D,OVWT0.0TO0.5,OUTBM,-0.00445027152675832,0.0316532603376574,CONSUMER DISCRETIONARY
NEWCREST MINING LTD,651191926,*NCM,OVWT0.0TO0.5,OUTBM,-0.00448918247311096,0.048734029195391,MATERIALS
GROWMAX RESOURCES CORP 144A,03063Q928,BOEA.CV,OVWT0.0TO0.5,OUTBM,-0.00312573401925221,0.000264032580682353,ENERGY
BOOKER GROUP PLC,07L99C222,*BLTH,OVWT0.0TO0.5,OUTBM,-0.00404671237096674,0.00309153344651055,ONSUMER STAPLES
PG&E CORP,69331C108,PCG,UNWT-0.5TO0.0,NEGBET,-0.00888663432387139,-0.0469028205828363,UTILITIES
EVERSOURCE ENERGY,30040W108,ES,UNWT-0.5TO0.0,NEGBET,-0.00600705263273185,-0.0308234812510828,UTILITIES
ALLIANT ENERGY CORPORATION,018802108,LNT,UNWT-0.5TO0.0,NEGBET,-0.00450463455592281,-0.0323570600466698,UTILITIES
TEGNA INC,87901J105,TGNA,UNWT-0.5TO0.0,NEGBET,-0.00710802988994988,-0.0177285002078722,CONSUMER DISCRETIONARY
CANADIAN PAC RAILWAY LTD,13645T100,CP.TO,OVWT0.0TO0.5,OUTBM,-0.000571413156249741,0.0576243911187829,INDUSTRIALS
SUBARU CORP,359556107,*FHI,OVWT0.0TO0.5,OUTBM,-0.000424820909317683,0.0137112596595353,CONSUMER DISCRETIONARY
NEKTAR THERAPEUTICS,640268108,NKTR,OVWT0.0TO0.5,OUTBM,-0.0110674313056815,0.000201436892381577,HEALTH CARE
ZPG PLC,68J99Q226,*ZOOPL,OVWT0.0TO0.5,OUTBM,-0.00870613758261613,0.00227364086398415,INFORMATION TECHNOLOGY
DOVER CORP,260003108,DOV,UNWT-0.5TO0.0,NEGBET,-0.00790176535900514,-0.0154171619626183,INDUSTRIALS
COOPER COMPANIES INC,216648402,COO,UNWT-0.5TO0.0,NEGBET,-0.0100272041186811,-0.0225854710604348,HEALTH CARE
INTARCIA THERAP INC PC(P/P),45820N920,ITCA.PP,OVWT0.0TO0.5,OUTBM,-0.001801631772492,0.0113458421855084,HEALTH CARE
MICROSOFT CORP,594918104,MSFT,UNWT-0.5TO0.0,INBM-,-0.0375154682858065,-0.0358789507398932,INFORMATION TECHNOLOGY
AMETEK INC NEW,031100100,AME,UNWT-0.5TO0.0,NEGBET,-0.0129246501664547,-0.0153997659101813,INDUSTRIALS
LINEAR TECHNOLOGY CORP,535678106,LLTC,UNWT-0.5TO0.0,NEGBET,-0.0130842107397699,-0.0187622089468216,INFORMATION TECHNOLOGY
UNILEVER NV CVA (BEARER),904784105,*UNIL,OVWT0.0TO0.5,OUTBM,-0.0082560308091826,0.01469984183307,ONSUMER STAPLES
WESTROCK CO,96145D105,WRK,OVWT0.0TO0.5,INBM+,-0.0167378388347137,0.000537926051691568,MATERIALS
BANK OF NEW YORK MELLON CORP,064058100,BK,UNWT-0.5TO0.0,NEGBET,-0.00500891703316517,-0.0940012056163189,FINANCIALS
MERCADOLIBRE INC,58733R102,MELI,OVWT0.0TO0.5,OUTBM,-0.0185277506323595,0.0115208848979808,INFORMATION TECHNOLOGY
AIR LEASE CORP,00912X,ALLLZ,OVWT0.0TO0.5,OUTBM,-0.014023161729842,0.0180757967114856,INDUSTRIALS
MURPHY OIL CORP,626717102,MUR,UNWT-0.5TO0.0,NEGBET,-0.0162813150051595,-0.018495036621539,ENERGY
ICON PLC,60H991220,ICLR,OVWT0.0TO0.5,OUTBM,-0.0150718525876728,0.00208441061462662,HEALTH CARE
AMERICAN ELECTRIC POWER CO INC,025537101,AEP,UNWT-0.5TO0.0,NEGBET,-0.0141940802695063,-0.0216402606044296,UTILITIES
CMS ENERGY CORP,125896100,CMS,UNWT-0.5TO0.0,NEGBET,-0.0165246878059757,-0.0375871308880235,UTILITIES
BARD C R INC,067383109,BCR,UNWT-0.5TO0.0,INBM-,-0.00550772265066723,-0.016964870582077,HEALTH CARE
UBER TECH INC 8% PC D PERP PP,68J99D233,UTC+D.PP,OVWT0.0TO0.5,OUTBM,-0.0233146319232673,0.207197256405064,INFORMATION TECHNOLOGY
DROPBOX INC PC PERP C PP,45K99R253,DRP+C.PP,OVWT0.0TO0.5,OUTBM,-0.0224892927798548,0.00210404642027568,INFORMATION TECHNOLOGY
ALIMENTATION COUCH CL B SUBVTG,01626P403,ATDB.TO,OVWT0.0TO0.5,OUTBM,-0.00775838676532986,0.0464458840993907,ONSUMER STAPLES
STATE STREET CORP,857477103,STT,UNWT-0.5TO0.0,NEGBET,-0.0101602144093526,-0.0371308487341135,FINANCIALS
TESCO PLC,881575104,*TESC,OVWT0.0TO0.5,OUTBM,-0.0081120280977801,0.0265440808226789,ONSUMER STAPLES
WEWORK COS INC SER E PC PP,75X99A238,WEWC+EPP,OVWT0.0TO0.5,OUTBM,-0.00533430052498883,0.00533318414217986,REAL ESTATE
TECHNIPFMC PLC,BDC306000,FTI,UNWT-0.5TO0.0,NEGBET,-0.0012525712464133,-0.00269578480947329,ENERGY
AMEREN CORP,023608102,AEE,UNWT-0.5TO0.0,NEGBET,-0.0117066012648056,-0.0116055014416178,UTILITIES
TEXTRON INC,883203101,TXT,UNWT-0.5TO0.0,NEGBET,-0.0127184971117139,-0.0261318187202392,INDUSTRIALS
ROBERT HALF INTERNATIONAL INC.,770323103,RHI,UNWT-0.5TO0.0,NEGBET,-0.0029190134297409,-0.0259066395567759,INDUSTRIALS
BECTON DICKINSON & CO,075887109,BDX,UNWT-0.5TO0.0,INBM-,-0.034224103382224,-0.0377224031445688,HEALTH CARE
LEIDOS HOLDINGS INC,525327102,LDOS,OVWT0.0TO0.5,OUTBM,-0.0119595808440192,0.00302141824996125,INFORMATION TECHNOLOGY
DUN & BRADSTREET CORP DEL NEW,26483E100,DNB,UNWT-0.5TO0.0,NEGBET,-0.00475511418311928,-0.0184646436378921,INDUSTRIALS
NEWFIELD EXPLORATION CO,651290108,NFX,UNWT-0.5TO0.0,NEGBET,-0.025569393360758,-0.0270060184091186,ENERGY
DISCOVERY COMMUNICATIONS INC N,25470F,DISCA,UNWT-0.5TO0.0,NEGBET,-0.0134585715134459,-0.0344305302346467,CONSUMER DISCRETIONARY
QUEST DIAGNOSTICS INC,74834L100,DGX,UNWT-0.5TO0.0,NEGBET,-0.010886491126506,-0.0503529923602624,HEALTH CARE
SYSCO CORP,871829107,SYY,OVWT0.0TO0.5,INBM+,-0.03374181137339,0.000412093586496919,ONSUMER STAPLES
MOODYS CORP,615369105,MCO,UNWT-0.5TO0.0,NEGBET,-0.00584311175067284,-0.0242939655349272,FINANCIALS
E TRADE FINANCIAL CORP,269246401,ETFC,UNWT-0.5TO0.0,NEGBET,-0.00501902389764232,-0.00366551821648905,FINANCIALS
FISERV INC,337738108,FISV,OVWT0.0TO0.5,INBM+,-0.0352460500269453,0.0540136046734608,INFORMATION TECHNOLOGY
CENTERPOINT ENERGY INC,15189T107,CNP,UNWT-0.5TO0.0,NEGBET,-0.0233755360678657,-0.0446595728890659,UTILITIES
WEC ENERGY GROUP INC,92939U106,WEC,UNWT-0.5TO0.0,NEGBET,-0.0232478415424712,-0.0302780009573212,UTILITIES
AUTOMATIC DATA PROCESSING INC,053015103,ADP,UNWT-0.5TO0.0,NEGBET,-0.0213290690183702,-0.0128500718336861,INFORMATION TECHNOLOGY
LABORATORY CORP OF AMER HLDGS,50540R409,LH,UNWT-0.5TO0.0,NEGBET,-0.00943014142301383,-0.0217414086855656,HEALTH CARE
EDISON INTL,281020107,EIX,UNWT-0.5TO0.0,NEGBET,-0.0440774526966547,-0.114928060456677,UTILITIES
HARRIS CORP,413875105,HRS,UNWT-0.5TO0.0,INBM-,-0.0363815262963468,-0.00641313326412623,INFORMATION TECHNOLOGY
HERSHEY CO (THE),427866108,HSY,UNWT-0.5TO0.0,NEGBET,-0.0423186253870376,-0.0609905523951422,ONSUMER STAPLES
TEVA PHARMACEUTICAL IND ADR,881624209,TEVA,OVWT0.0TO0.5,OUTBM,-0.0475117493061966,1.92232621300385e-05,HEALTH CARE
BYD COMPANY LTD H,10999V228,*BYDC,OVWT0.0TO0.5,OUTBM,-0.0117846064594863,0.00353982047010882,CONSUMER DISCRETIONARY
BALL CORP,058498106,BLL,UNWT-0.5TO0.0,NEGBET,-0.0239052411665762,-0.0631931426573255,MATERIALS
PIONEER NATURAL RESOURCES CO,723787107,PXD,OVWT0.0TO0.5,INBM+,-0.0255383210262787,0.00259913099658219,ENERGY
COGNIZANT TECH SOLUTIONS CL A,192446102,CTSH,UNWT-0.5TO0.0,INBM-,-0.0330552420809492,-0.0335925074198555,INFORMATION TECHNOLOGY
GW PHARMACEUTICALS PLC ADR,36197T103,GWPH,OVWT0.0TO0.5,OUTBM,-0.0158842087887139,0.005140261932935,HEALTH CARE
CENTENE CORP,15135B101,CNC,UNWT-0.5TO0.0,NEGBET,-0.00999013734586136,-0.0242728439098573,HEALTH CARE
PINNACLE WEST CAPITAL CORP,723484101,PNW,UNWT-0.5TO0.0,NEGBET,-0.0511648152751226,-0.0303510756371521,UTILITIES
DROPBOX PRP PREF A-1 P/P,45K99R238,DRP.PP+A,OVWT0.0TO0.5,OUTBM,-0.0601112734216199,0.00582088936874578,INFORMATION TECHNOLOGY
SUNCOR ENERGY INC,867224107,SU.TO,OVWT0.0TO0.5,OUTBM,-0.0133804031277678,0.0454061741681124,ENERGY
ITAU UNIBANCO HLDG SA SPON ADR,465562106,ITUB,OVWT0.0TO0.5,OUTBM,-0.0549726227654895,0.00268787652288479,FINANCIALS
WELLTOWER INC,95040Q104,HCN,UNWT-0.5TO0.0,NEGBET,-0.0167401149922697,-0.003750782371229,REAL ESTATE
EASTMAN CHEMICAL CO,277432100,EMN,UNWT-0.5TO0.0,NEGBET,-0.0338476439404235,-0.0344459536211016,MATERIALS
AVALONBAY COMMUNITIES INC REIT,053484101,AVB,UNWT-0.5TO0.0,NEGBET,-0.0197259529073397,-0.00637095982646206,REAL ESTATE
ULTRAGENYX PHARMA INC,90400D108,RARE,OVWT0.0TO0.5,OUTBM,-0.0487179822542017,0.00232275117508745,HEALTH CARE
AIA GROUP LTD,38V99T229,*AIAHK,OVWT0.0TO0.5,OUTBM,-0.0390737803521643,0.000619947786746396,FINANCIALS
HASBRO INC,418056107,HAS,UNWT-0.5TO0.0,INBM-,-0.0318998221722773,-0.0136559948767174,CONSUMER DISCRETIONARY
NEWS CORP NEW,65249B,NWSA,UNWT-0.5TO0.0,NEGBET,-0.00929156897088224,-0.0041386935116389,CONSUMER DISCRETIONARY
RALPH LAUREN CORP,751212101,RL,UNWT-0.5TO0.0,NEGBET,-0.0706791644129857,-5.64556021510764e-05,CONSUMER DISCRETIONARY
PRAXAIR INC,74005P104,PX,UNWT-0.5TO0.0,NEGBET,-0.0523490046729773,-0.101053216713095,MATERIALS
ALEXANDRIA REAL ES EQ INC REIT,015271109,ARE,UNWT-0.5TO0.0,NEGBET,-0.0237886790239545,-0.0137711433598558,REAL ESTATE
WYNDHAM WORLDWIDE CORP,98310W108,WYN,UNWT-0.5TO0.0,NEGBET,-0.00519243759047882,-0.00516030302868732,CONSUMER DISCRETIONARY
CONSOLIDATED EDISON INC,209115104,ED,UNWT-0.5TO0.0,NEGBET,-0.0224758221773924,-0.0106366160261198,UTILITIES
HONEYWELL INTL INC,438516106,HON,UNWT-0.5TO0.0,NEGBET,-0.00484009095609435,-0.286951927550895,INDUSTRIALS
PDC ENERGY INC,69327R101,PDCE,OVWT0.0TO0.5,OUTBM,-0.0558260287393,0.000210092311904291,ENERGY
EDWARDS LIFESCIENCES CORP,28176E108,EW,UNWT-0.5TO0.0,INBM-,-0.0267906943018242,-0.0418511855787959,HEALTH CARE
CARDINAL HEALTH INC,14149Y108,CAH,UNWT-0.5TO0.0,NEGBET,-0.020922371561942,-0.0716597535119928,HEALTH CARE
LOCKHEED MARTIN CORP,539830109,LMT,UNWT-0.5TO0.0,NEGBET,-0.0368554599030715,-0.081389073440128,INDUSTRIALS
TRIPADVISOR INC,896945201,TRIP,UNWT-0.5TO0.0,NEGBET,-0.0835245221723336,-0.0199523405508564,CONSUMER DISCRETIONARY
ROCKWELL COLLINS INC,774341101,COL,UNWT-0.5TO0.0,NEGBET,-0.0299272010251257,-0.0336372861260332,INDUSTRIALS
CONTINENTAL RES OKLA,212015101,CLR,OVWT0.0TO0.5,OUTBM,-0.0893654475242012,0.14860721331302,ENERGY
LEGGETT & PLATT INC,524660107,LEG,UNWT-0.5TO0.0,NEGBET,-0.0639443520945473,-0.0285010800604844,CONSUMER DISCRETIONARY
EQT CORPORATION,26884L109,EQT,UNWT-0.5TO0.0,NEGBET,-0.0930537384713252,-0.0419549407872219,ENERGY
RED HAT INC,756577102,RHT,UNWT-0.5TO0.0,INBM-,-0.0851349302823249,-0.0141243839445057,INFORMATION TECHNOLOGY
BLACKROCK INC,09247X101,BLK,OVWT0.0TO0.5,INBM+,-0.0745162658014711,0.0108001010539877,FINANCIALS
TOTO LTD,891515108,*TOTO,OVWT0.0TO0.5,OUTBM,-0.06709970779684,0.0596950474787647,INDUSTRIALS
LYONDELLBASELL INDS CLASS A,19R991225,LYB,UNWT-0.5TO0.0,NEGBET,-0.0290575143825318,-0.143582474087467,MATERIALS
CITIGROUP INC,172967424,C,OVWT0.5TO1.0,INBM+,-0.0465672069830223,0.581210173247488,FINANCIALS
OMNICOM GROUP INC,681919106,OMC,UNWT-0.5TO0.0,INBM-,-0.101897572582978,-0.0253403789931447,CONSUMER DISCRETIONARY
SEMPRA ENERGY,816851109,SRE,UNWT-0.5TO0.0,NEGBET,-0.000471207440966074,-0.104923856758471,UTILITIES
NANTKWEST INC,63016Q102,NK,OVWT0.0TO0.5,OUTBM,-0.0485895402459066,0.00355665932922205,HEALTH CARE
LA JOLLA PHARMACEUTICAL CO,503459604,LJPC,OVWT0.0TO0.5,OUTBM,-0.0591859606911945,0.000165113758956382,HEALTH CARE
GOODYEAR TIRE & RUBBER CO,382550101,GT,UNWT-0.5TO0.0,NEGBET,-0.0928007082424479,-0.0246960749330755,CONSUMER DISCRETIONARY
MARKETAXESS HLDGS INC,57060D108,MKTX,OVWT0.0TO0.5,OUTBM,-0.0639297639764374,0.0227911382022631,FINANCIALS
PRAIRIESKY ROYALTY LTD,739721108,PSK.TO,OVWT0.0TO0.5,OUTBM,-0.0392635175412607,0.00432105017948521,ENERGY
PRINCIPAL FINL GROUP INC,74251V102,PFG,UNWT-0.5TO0.0,NEGBET,-0.000389413106896015,-0.0674300355396391,FINANCIALS
MICROCHIP TECHNOLOGY,595017104,MCHP,UNWT-0.5TO0.0,NEGBET,-0.0274368858896909,-0.0144246467307872,INFORMATION TECHNOLOGY
VENTAS INC REIT,92276F100,VTR,UNWT-0.5TO0.0,NEGBET,-0.0459097199992276,-0.0172935483510772,REAL ESTATE
SCHWAB CHARLES CORP,808513105,SCHW,UNWT-0.5TO0.0,INBM-,-0.0444893809952329,-0.0488349396029135,FINANCIALS
REPUBLIC SERVICES INC,760759100,RSG,UNWT-0.5TO0.0,NEGBET,-0.0227380068063835,-0.0422797297211179,INDUSTRIALS
INCYTE CORP,45337C102,INCY,UNWT-0.5TO0.0,INBM-,-0.0464277582934538,-0.0623411463005602,HEALTH CARE
MICHAEL KORS HOLDINGS LTD,42P991229,KORS,UNWT-0.5TO0.0,NEGBET,-0.0538256654445649,-0.020732496888385,CONSUMER DISCRETIONARY
VANTIV INC,92210H105,VNTV,OVWT0.0TO0.5,OUTBM,-0.0840591574938539,0.0212281955925432,INFORMATION TECHNOLOGY
DTE ENERGY CO,233331107,DTE,UNWT-0.5TO0.0,NEGBET,-0.00360459306545747,-0.063629578761669,UTILITIES
FORTESCUE METALS GROUP LTD,02J993226,*FMGL,OVWT0.0TO0.5,OUTBM,-0.0356891785197873,0.011684113710715,MATERIALS
ANTHEM INC,036752103,ANTM,UNWT-0.5TO0.0,NEGBET,-0.0173152020395466,-0.0586414134027105,HEALTH CARE
CSRA INC,12650T104,CSRA,OVWT0.0TO0.5,INBM+,-0.0740876360139583,0.00535823305236715,INFORMATION TECHNOLOGY
DIRECT LINE INSURANCE GRP PLC,45H997228,*DLIG,OVWT0.0TO0.5,OUTBM,-0.0654054091630806,0.00775952158223931,FINANCIALS
FLOWSERVE CORP,34354P105,FLS,UNWT-0.5TO0.0,NEGBET,-0.0465069089503642,-0.0275601005197557,INDUSTRIALS
HANESBRANDS INC,410345102,HBI,UNWT-0.5TO0.0,NEGBET,-0.05482509665795,-0.0351039697722039,CONSUMER DISCRETIONARY
STRYKER CORP,863667101,SYK,UNWT-0.5TO0.0,INBM-,-0.0207119188148224,-0.00449023135809952,HEALTH CARE
RANGE RESOURCES CORP,75281A109,RRC,UNWT-0.5TO0.0,NEGBET,-0.108081169763048,-0.0110714668124481,ENERGY
BAXTER INTL INC,071813109,BAX,UNWT-0.5TO0.0,INBM-,-0.0126113060665709,-0.049719977217993,HEALTH CARE
HEALTHEQUITY INC,42226A107,HQY,OVWT0.0TO0.5,OUTBM,-0.103621220507118,0.0237888356606548,HEALTH CARE
DISH NETWORK CORP A,25470M109,DISH,UNWT-0.5TO0.0,INBM-,-0.018558705655657,-0.00505635884256313,CONSUMER DISCRETIONARY
ONEOK INC,682680103,OKE,UNWT-0.5TO0.0,NEGBET,-0.136971795023088,-0.00214714798751389,ENERGY
MEAD JOHNSON NUTRITION CO,582839106,MJN,UNWT-0.5TO0.0,NEGBET,-0.0679836836459137,-0.0143268313876801,ONSUMER STAPLES
LIBERTY GLOBAL PLC,61R998,LBTYA,OVWT0.0TO0.5,OUTBM,-0.0739838233309865,0.0193568245374616,CONSUMER DISCRETIONARY
QORVO INC,74736K101,QRVO,UNWT-0.5TO0.0,NEGBET,-0.106279775849243,-0.00931533684864829,INFORMATION TECHNOLOGY
PFIZER INC,717081103,PFE,UNWT-1.5TO-1.0,NEGBET,-0.11145730529058,-0.785206277451226,HEALTH CARE
ALLEGION PLC,62X996227,ALLE,UNWT-0.5TO0.0,NEGBET,-0.100564164576017,-0.00265481576610111,INDUSTRIALS
XYLEM INC,98419M100,XYL,UNWT-0.5TO0.0,INBM-,-0.104093281797,-0.0275300562530959,INDUSTRIALS
ACUITY BRANDS INC,00508Y102,AYI,OVWT0.0TO0.5,INBM+,-0.0450118582117146,0.0105223121401903,INDUSTRIALS
FIVE PRIME THERAPEUTICS INC,33830X104,FPRX,OVWT0.0TO0.5,OUTBM,-0.0700323575043958,0.00622435112714137,HEALTH CARE
ALLIANCE DATA SYSTEMS CORP,018581108,ADS,UNWT-0.5TO0.0,NEGBET,-0.122343236102398,-0.0414793084432897,INFORMATION TECHNOLOGY
FASTENAL CO,311900104,FAST,UNWT-0.5TO0.0,INBM-,-0.0103862038669853,-0.0310574959574851,INDUSTRIALS
FEDEX CORP,31428X106,FDX,OVWT0.0TO0.5,INBM+,-0.134908528540671,0.00101214530377306,INDUSTRIALS
SOUTHWESTERN ENERGY CO,845467109,SWN,UNWT-0.5TO0.0,NEGBET,-0.0650903368412512,-0.0155557651133665,ENERGY
METLIFE INC,59156R108,MET,UNWT-0.5TO0.0,NEGBET,-0.0481808638694391,-0.152323555620281,FINANCIALS
JOHNSON CONTROLS INTERNATL PLC,902124940,JCI,UNWT-0.5TO0.0,NEGBET,-0.0834618436136158,-0.186726974559787,INDUSTRIALS
WILLIS TOWERS WATSON PLC,36C993221,WLTW,UNWT-0.5TO0.0,NEGBET,-0.0426484358061397,-0.0151762675882333,FINANCIALS
AMOREPACIFIC GROUP INC,69599J225,*PCC,OVWT0.0TO0.5,OUTBM,-0.104076613522231,0.000898780036709313,ONSUMER STAPLES
CDK GLOBAL INC,12508E101,CDK,OVWT0.0TO0.5,OUTBM,-0.0692661430974858,0.056088240699814,INFORMATION TECHNOLOGY
CHESAPEAKE ENERGY CORP,165167107,CHK,UNWT-0.5TO0.0,NEGBET,-0.142149207202509,-0.0161647107200252,ENERGY
DOMINION RESOURCES INC VA,25746U109,D,UNWT-0.5TO0.0,NEGBET,-0.0978266007653612,-0.149950102956442,UTILITIES
SYNOPSYS INC,871607107,SNPS,UNWT-0.5TO0.0,NEGBET,-0.0307354286948665,-0.0127372161589986,INFORMATION TECHNOLOGY
CUMMINS INC,231021106,CMI,UNWT-0.5TO0.0,NEGBET,-0.167211827661436,-0.0596681087726461,INDUSTRIALS
SIGNET JEWELERS LTD (US),20E99Y241,SIG,UNWT-0.5TO0.0,NEGBET,-0.139402833953092,-0.020909661910642,CONSUMER DISCRETIONARY
WEYERHAEUSER CO,962166104,WY,UNWT-0.5TO0.0,NEGBET,-0.130772160727854,-0.120333846256051,REAL ESTATE
